obs_date,category,value
2010-06-01,Services,6943.5
2010-07-01,Services,6974.5
2010-08-01,Services,6991.2
2010-09-01,Services,6991.3
2010-10-01,Services,7009.3
2010-11-01,Services,7032.7
2010-12-01,Services,7052.5
2011-01-01,Services,7063.8
2011-02-01,Services,7083.4
2011-03-01,Services,7120.3
2011-04-01,Services,7130.8
2011-05-01,Services,7165.9
2011-06-01,Services,7179.0
2011-07-01,Services,7215.4
2011-08-01,Services,7231.2
2011-09-01,Services,7235.2
2011-10-01,Services,7241.6
2011-11-01,Services,7244.2
2011-12-01,Services,7258.1
2012-01-01,Services,7296.4
2012-02-01,Services,7340.0
2012-03-01,Services,7355.4
2012-04-01,Services,7380.5
2012-05-01,Services,7386.8
2012-06-01,Services,7398.8
2012-07-01,Services,7421.8
2012-08-01,Services,7419.1
2012-09-01,Services,7441.8
2012-10-01,Services,7471.9
2012-11-01,Services,7499.1
2012-12-01,Services,7503.9
2013-01-01,Services,7515.8
2013-02-01,Services,7534.6
2013-03-01,Services,7572.4
2013-04-01,Services,7584.8
2013-05-01,Services,7605.4
2013-06-01,Services,7625.3
2013-07-01,Services,7629.7
2013-08-01,Services,7665.5
2013-09-01,Services,7694.0
2013-10-01,Services,7737.4
2013-11-01,Services,7779.3
2013-12-01,Services,7808.2
2014-01-01,Services,7811.9
2014-02-01,Services,7817.2
2014-03-01,Services,7877.9
2014-04-01,Services,7888.6
2014-05-01,Services,7927.5
2014-06-01,Services,7957.7
2014-07-01,Services,7990.1
2014-08-01,Services,8049.5
2014-09-01,Services,8074.1
2014-10-01,Services,8128.7
2014-11-01,Services,8149.1
2014-12-01,Services,8182.2
2015-01-01,Services,8199.5
2015-02-01,Services,8228.3
2015-03-01,Services,8241.2
2015-04-01,Services,8275.8
2015-05-01,Services,8306.5
2015-06-01,Services,8333.4
2015-07-01,Services,8363.7
2015-08-01,Services,8392.8
2015-09-01,Services,8410.2
2015-10-01,Services,8440.2
2015-11-01,Services,8441.7
2015-12-01,Services,8474.6
2016-01-01,Services,8518.0
2016-02-01,Services,8570.5
2016-03-01,Services,8566.4
2016-04-01,Services,8612.3
2016-05-01,Services,8640.2
2016-06-01,Services,8671.5
2016-07-01,Services,8714.7
2016-08-01,Services,8742.5
2016-09-01,Services,8781.9
2016-10-01,Services,8790.1
2016-11-01,Services,8834.7
2016-12-01,Services,8883.2
2017-01-01,Services,8927.3
2017-02-01,Services,8940.4
2017-03-01,Services,8989.7
2017-04-01,Services,8999.7
2017-05-01,Services,9027.2
2017-06-01,Services,9050.2
2017-07-01,Services,9087.6
2017-08-01,Services,9102.4
2017-09-01,Services,9137.1
2017-10-01,Services,9174.6
2017-11-01,Services,9216.7
2017-12-01,Services,9288.0
2018-01-01,Services,9318.2
2018-02-01,Services,9341.2
2018-03-01,Services,9412.1
2018-04-01,Services,9451.0
2018-05-01,Services,9466.9
2018-06-01,Services,9526.3
2018-07-01,Services,9555.9
2018-08-01,Services,9587.9
2018-09-01,Services,9595.5
2018-10-01,Services,9641.1
2018-11-01,Services,9667.1
2018-12-01,Services,9679.7
2019-01-01,Services,9685.3
2019-02-01,Services,9708.2
2019-03-01,Services,9766.9
2019-04-01,Services,9791.2
2019-05-01,Services,9816.5
2019-06-01,Services,9860.2
2019-07-01,Services,9921.7
2019-08-01,Services,9976.8
2019-09-01,Services,10017.8
2019-10-01,Services,10051.6
2019-11-01,Services,10107.6
2019-12-01,Services,10153.0
