obs_date,category,value
1989-11-01,Gasoline_and_Energy_Goods,108.6
1989-12-01,Gasoline_and_Energy_Goods,114.8
1990-01-01,Gasoline_and_Energy_Goods,114.5
1990-02-01,Gasoline_and_Energy_Goods,119.0
1990-03-01,Gasoline_and_Energy_Goods,115.8
1990-04-01,Gasoline_and_Energy_Goods,114.6
1990-05-01,Gasoline_and_Energy_Goods,112.7
1990-06-01,Gasoline_and_Energy_Goods,114.1
1990-07-01,Gasoline_and_Energy_Goods,115.9
1990-08-01,Gasoline_and_Energy_Goods,128.4
1990-09-01,Gasoline_and_Energy_Goods,132.0
1990-10-01,Gasoline_and_Energy_Goods,141.5
1990-11-01,Gasoline_and_Energy_Goods,141.9
1990-12-01,Gasoline_and_Energy_Goods,140.0
1991-01-01,Gasoline_and_Energy_Goods,132.9
1991-02-01,Gasoline_and_Energy_Goods,123.7
1991-03-01,Gasoline_and_Energy_Goods,117.6
1991-04-01,Gasoline_and_Energy_Goods,117.6
1991-05-01,Gasoline_and_Energy_Goods,120.7
1991-06-01,Gasoline_and_Energy_Goods,120.4
1991-07-01,Gasoline_and_Energy_Goods,119.8
1991-08-01,Gasoline_and_Energy_Goods,119.2
1991-09-01,Gasoline_and_Energy_Goods,120.3
1991-10-01,Gasoline_and_Energy_Goods,119.5
1991-11-01,Gasoline_and_Energy_Goods,118.7
1991-12-01,Gasoline_and_Energy_Goods,123.2
1992-01-01,Gasoline_and_Energy_Goods,120.8
1992-02-01,Gasoline_and_Energy_Goods,117.3
1992-03-01,Gasoline_and_Energy_Goods,122.2
1992-04-01,Gasoline_and_Energy_Goods,122.9
1992-05-01,Gasoline_and_Energy_Goods,124.9
1992-06-01,Gasoline_and_Energy_Goods,124.5
1992-07-01,Gasoline_and_Energy_Goods,126.8
1992-08-01,Gasoline_and_Energy_Goods,125.9
1992-09-01,Gasoline_and_Energy_Goods,127.8
1992-10-01,Gasoline_and_Energy_Goods,127.6
1992-11-01,Gasoline_and_Energy_Goods,128.7
1992-12-01,Gasoline_and_Energy_Goods,130.6
1993-01-01,Gasoline_and_Energy_Goods,126.1
1993-02-01,Gasoline_and_Energy_Goods,130.1
1993-03-01,Gasoline_and_Energy_Goods,129.7
1993-04-01,Gasoline_and_Energy_Goods,127.2
1993-05-01,Gasoline_and_Energy_Goods,128.4
1993-06-01,Gasoline_and_Energy_Goods,123.7
1993-07-01,Gasoline_and_Energy_Goods,124.0
1993-08-01,Gasoline_and_Energy_Goods,126.2
1993-09-01,Gasoline_and_Energy_Goods,125.0
1993-10-01,Gasoline_and_Energy_Goods,127.8
1993-11-01,Gasoline_and_Energy_Goods,128.6
1993-12-01,Gasoline_and_Energy_Goods,125.8
1994-01-01,Gasoline_and_Energy_Goods,129.0
1994-02-01,Gasoline_and_Energy_Goods,128.9
1994-03-01,Gasoline_and_Energy_Goods,124.2
1994-04-01,Gasoline_and_Energy_Goods,125.0
1994-05-01,Gasoline_and_Energy_Goods,124.1
1994-06-01,Gasoline_and_Energy_Goods,125.3
1994-07-01,Gasoline_and_Energy_Goods,130.1
1994-08-01,Gasoline_and_Energy_Goods,134.4
1994-09-01,Gasoline_and_Energy_Goods,132.2
1994-10-01,Gasoline_and_Energy_Goods,132.3
1994-11-01,Gasoline_and_Energy_Goods,129.9
1994-12-01,Gasoline_and_Energy_Goods,135.2
1995-01-01,Gasoline_and_Energy_Goods,133.8
1995-02-01,Gasoline_and_Energy_Goods,136.1
1995-03-01,Gasoline_and_Energy_Goods,133.7
1995-04-01,Gasoline_and_Energy_Goods,133.8
1995-05-01,Gasoline_and_Energy_Goods,135.9
1995-06-01,Gasoline_and_Energy_Goods,137.6
1995-07-01,Gasoline_and_Energy_Goods,134.5
1995-08-01,Gasoline_and_Energy_Goods,132.6
1995-09-01,Gasoline_and_Energy_Goods,130.7
1995-10-01,Gasoline_and_Energy_Goods,130.1
1995-11-01,Gasoline_and_Energy_Goods,130.3
1995-12-01,Gasoline_and_Energy_Goods,131.8
1996-01-01,Gasoline_and_Energy_Goods,137.5
1996-02-01,Gasoline_and_Energy_Goods,135.5
1996-03-01,Gasoline_and_Energy_Goods,144.3
1996-04-01,Gasoline_and_Energy_Goods,148.1
1996-05-01,Gasoline_and_Energy_Goods,148.9
1996-06-01,Gasoline_and_Energy_Goods,146.5
1996-07-01,Gasoline_and_Energy_Goods,145.1
1996-08-01,Gasoline_and_Energy_Goods,144.0
1996-09-01,Gasoline_and_Energy_Goods,141.3
1996-10-01,Gasoline_and_Energy_Goods,146.4
1996-11-01,Gasoline_and_Energy_Goods,148.6
1996-12-01,Gasoline_and_Energy_Goods,150.8
1997-01-01,Gasoline_and_Energy_Goods,150.4
1997-02-01,Gasoline_and_Energy_Goods,153.9
1997-03-01,Gasoline_and_Energy_Goods,152.2
1997-04-01,Gasoline_and_Energy_Goods,147.7
1997-05-01,Gasoline_and_Energy_Goods,141.9
1997-06-01,Gasoline_and_Energy_Goods,143.4
1997-07-01,Gasoline_and_Energy_Goods,143.2
1997-08-01,Gasoline_and_Energy_Goods,146.9
1997-09-01,Gasoline_and_Energy_Goods,149.4
1997-10-01,Gasoline_and_Energy_Goods,147.8
1997-11-01,Gasoline_and_Energy_Goods,149.0
1997-12-01,Gasoline_and_Energy_Goods,146.3
1998-01-01,Gasoline_and_Energy_Goods,140.9
1998-02-01,Gasoline_and_Energy_Goods,135.4
1998-03-01,Gasoline_and_Energy_Goods,132.2
1998-04-01,Gasoline_and_Energy_Goods,130.2
1998-05-01,Gasoline_and_Energy_Goods,131.5
1998-06-01,Gasoline_and_Energy_Goods,133.6
1998-07-01,Gasoline_and_Energy_Goods,133.6
1998-08-01,Gasoline_and_Energy_Goods,131.8
1998-09-01,Gasoline_and_Energy_Goods,130.7
1998-10-01,Gasoline_and_Energy_Goods,131.3
1998-11-01,Gasoline_and_Energy_Goods,129.8
1998-12-01,Gasoline_and_Energy_Goods,127.2
1999-01-01,Gasoline_and_Energy_Goods,125.9
1999-02-01,Gasoline_and_Energy_Goods,125.0
1999-03-01,Gasoline_and_Energy_Goods,128.0
1999-04-01,Gasoline_and_Energy_Goods,144.6
1999-05-01,Gasoline_and_Energy_Goods,143.9
1999-06-01,Gasoline_and_Energy_Goods,144.0
1999-07-01,Gasoline_and_Energy_Goods,149.6
1999-08-01,Gasoline_and_Energy_Goods,153.1
1999-09-01,Gasoline_and_Energy_Goods,157.5
1999-10-01,Gasoline_and_Energy_Goods,162.1
1999-11-01,Gasoline_and_Energy_Goods,154.8
1999-12-01,Gasoline_and_Energy_Goods,170.0
2000-01-01,Gasoline_and_Energy_Goods,164.8
2000-02-01,Gasoline_and_Energy_Goods,172.6
2000-03-01,Gasoline_and_Energy_Goods,187.2
2000-04-01,Gasoline_and_Energy_Goods,180.2
2000-05-01,Gasoline_and_Energy_Goods,179.6
2000-06-01,Gasoline_and_Energy_Goods,191.0
2000-07-01,Gasoline_and_Energy_Goods,190.4
2000-08-01,Gasoline_and_Energy_Goods,183.3
2000-09-01,Gasoline_and_Energy_Goods,194.4
2000-10-01,Gasoline_and_Energy_Goods,190.5
2000-11-01,Gasoline_and_Energy_Goods,187.0
2000-12-01,Gasoline_and_Energy_Goods,193.2
2001-01-01,Gasoline_and_Energy_Goods,190.3
2001-02-01,Gasoline_and_Energy_Goods,186.2
2001-03-01,Gasoline_and_Energy_Goods,181.0
2001-04-01,Gasoline_and_Energy_Goods,185.3
2001-05-01,Gasoline_and_Energy_Goods,197.5
2001-06-01,Gasoline_and_Energy_Goods,188.2
2001-07-01,Gasoline_and_Energy_Goods,180.5
2001-08-01,Gasoline_and_Energy_Goods,171.7
2001-09-01,Gasoline_and_Energy_Goods,187.2
2001-10-01,Gasoline_and_Energy_Goods,168.6
2001-11-01,Gasoline_and_Energy_Goods,154.7
2001-12-01,Gasoline_and_Energy_Goods,144.6
2002-01-01,Gasoline_and_Energy_Goods,144.6
2002-02-01,Gasoline_and_Energy_Goods,146.6
2002-03-01,Gasoline_and_Energy_Goods,155.6
2002-04-01,Gasoline_and_Energy_Goods,165.6
2002-05-01,Gasoline_and_Energy_Goods,169.4
2002-06-01,Gasoline_and_Energy_Goods,171.3
2002-07-01,Gasoline_and_Energy_Goods,171.0
2002-08-01,Gasoline_and_Energy_Goods,175.1
2002-09-01,Gasoline_and_Energy_Goods,174.1
2002-10-01,Gasoline_and_Energy_Goods,179.0
2002-11-01,Gasoline_and_Energy_Goods,181.1
2002-12-01,Gasoline_and_Energy_Goods,181.5
2003-01-01,Gasoline_and_Energy_Goods,195.7
2003-02-01,Gasoline_and_Energy_Goods,213.0
2003-03-01,Gasoline_and_Energy_Goods,211.4
2003-04-01,Gasoline_and_Energy_Goods,192.3
2003-05-01,Gasoline_and_Energy_Goods,172.6
2003-06-01,Gasoline_and_Energy_Goods,175.1
2003-07-01,Gasoline_and_Energy_Goods,179.2
2003-08-01,Gasoline_and_Energy_Goods,201.5
2003-09-01,Gasoline_and_Energy_Goods,211.3
2003-10-01,Gasoline_and_Energy_Goods,200.1
2003-11-01,Gasoline_and_Energy_Goods,200.7
2003-12-01,Gasoline_and_Energy_Goods,203.9
2004-01-01,Gasoline_and_Energy_Goods,218.3
2004-02-01,Gasoline_and_Energy_Goods,217.5
2004-03-01,Gasoline_and_Energy_Goods,221.0
2004-04-01,Gasoline_and_Energy_Goods,214.7
2004-05-01,Gasoline_and_Energy_Goods,226.8
2004-06-01,Gasoline_and_Energy_Goods,232.5
2004-07-01,Gasoline_and_Energy_Goods,228.3
2004-08-01,Gasoline_and_Energy_Goods,231.2
2004-09-01,Gasoline_and_Energy_Goods,233.0
2004-10-01,Gasoline_and_Energy_Goods,252.9
2004-11-01,Gasoline_and_Energy_Goods,261.5
2004-12-01,Gasoline_and_Energy_Goods,255.3
2005-01-01,Gasoline_and_Energy_Goods,251.2
2005-02-01,Gasoline_and_Energy_Goods,255.9
2005-03-01,Gasoline_and_Energy_Goods,258.1
2005-04-01,Gasoline_and_Energy_Goods,268.5
2005-05-01,Gasoline_and_Energy_Goods,254.7
2005-06-01,Gasoline_and_Energy_Goods,252.1
2005-07-01,Gasoline_and_Energy_Goods,279.5
2005-08-01,Gasoline_and_Energy_Goods,306.7
2005-09-01,Gasoline_and_Energy_Goods,349.6
2005-10-01,Gasoline_and_Energy_Goods,341.4
2005-11-01,Gasoline_and_Energy_Goods,294.3
2005-12-01,Gasoline_and_Energy_Goods,293.3
2006-01-01,Gasoline_and_Energy_Goods,309.3
2006-02-01,Gasoline_and_Energy_Goods,305.0
2006-03-01,Gasoline_and_Energy_Goods,298.8
2006-04-01,Gasoline_and_Energy_Goods,324.9
2006-05-01,Gasoline_and_Energy_Goods,328.5
2006-06-01,Gasoline_and_Energy_Goods,329.2
2006-07-01,Gasoline_and_Energy_Goods,361.0
2006-08-01,Gasoline_and_Energy_Goods,362.1
2006-09-01,Gasoline_and_Energy_Goods,324.4
2006-10-01,Gasoline_and_Energy_Goods,294.4
2006-11-01,Gasoline_and_Energy_Goods,287.6
2006-12-01,Gasoline_and_Energy_Goods,310.5
2007-01-01,Gasoline_and_Energy_Goods,302.0
2007-02-01,Gasoline_and_Energy_Goods,310.9
2007-03-01,Gasoline_and_Energy_Goods,323.0
2007-04-01,Gasoline_and_Energy_Goods,336.8
2007-05-01,Gasoline_and_Energy_Goods,344.0
2007-06-01,Gasoline_and_Energy_Goods,344.1
2007-07-01,Gasoline_and_Energy_Goods,353.5
2007-08-01,Gasoline_and_Energy_Goods,337.5
2007-09-01,Gasoline_and_Energy_Goods,356.5
2007-10-01,Gasoline_and_Energy_Goods,354.6
2007-11-01,Gasoline_and_Energy_Goods,385.8
2007-12-01,Gasoline_and_Energy_Goods,398.0
2008-01-01,Gasoline_and_Energy_Goods,391.6
2008-02-01,Gasoline_and_Energy_Goods,384.8
2008-03-01,Gasoline_and_Energy_Goods,410.5
2008-04-01,Gasoline_and_Energy_Goods,398.8
2008-05-01,Gasoline_and_Energy_Goods,413.0
2008-06-01,Gasoline_and_Energy_Goods,451.6
2008-07-01,Gasoline_and_Energy_Goods,460.5
2008-08-01,Gasoline_and_Energy_Goods,444.0
2008-09-01,Gasoline_and_Energy_Goods,432.1
2008-10-01,Gasoline_and_Energy_Goods,397.0
2008-11-01,Gasoline_and_Energy_Goods,282.4
2008-12-01,Gasoline_and_Energy_Goods,226.7
2009-01-01,Gasoline_and_Energy_Goods,235.4
2009-02-01,Gasoline_and_Energy_Goods,256.6
2009-03-01,Gasoline_and_Energy_Goods,241.9
2009-04-01,Gasoline_and_Energy_Goods,243.2
2009-05-01,Gasoline_and_Energy_Goods,253.1
2009-06-01,Gasoline_and_Energy_Goods,299.0
2009-07-01,Gasoline_and_Energy_Goods,297.5
2009-08-01,Gasoline_and_Energy_Goods,314.8
2009-09-01,Gasoline_and_Energy_Goods,314.4
2009-10-01,Gasoline_and_Energy_Goods,322.4
2009-11-01,Gasoline_and_Energy_Goods,333.5
2009-12-01,Gasoline_and_Energy_Goods,332.6
2010-01-01,Gasoline_and_Energy_Goods,339.3
2010-02-01,Gasoline_and_Energy_Goods,326.8
2010-03-01,Gasoline_and_Energy_Goods,323.2
2010-04-01,Gasoline_and_Energy_Goods,328.9
2010-05-01,Gasoline_and_Energy_Goods,321.7
2010-06-01,Gasoline_and_Energy_Goods,317.7
2010-07-01,Gasoline_and_Energy_Goods,324.3
2010-08-01,Gasoline_and_Energy_Goods,328.3
2010-09-01,Gasoline_and_Energy_Goods,337.1
2010-10-01,Gasoline_and_Energy_Goods,352.1
2010-11-01,Gasoline_and_Energy_Goods,358.4
2010-12-01,Gasoline_and_Energy_Goods,382.9
2011-01-01,Gasoline_and_Energy_Goods,384.1
2011-02-01,Gasoline_and_Energy_Goods,389.4
2011-03-01,Gasoline_and_Energy_Goods,411.6
2011-04-01,Gasoline_and_Energy_Goods,425.2
2011-05-01,Gasoline_and_Energy_Goods,425.7
2011-06-01,Gasoline_and_Energy_Goods,419.6
2011-07-01,Gasoline_and_Energy_Goods,418.6
2011-08-01,Gasoline_and_Energy_Goods,417.3
2011-09-01,Gasoline_and_Energy_Goods,424.8
2011-10-01,Gasoline_and_Energy_Goods,417.2
2011-11-01,Gasoline_and_Energy_Goods,419.9
2011-12-01,Gasoline_and_Energy_Goods,412.3
2012-01-01,Gasoline_and_Energy_Goods,414.5
2012-02-01,Gasoline_and_Energy_Goods,433.5
2012-03-01,Gasoline_and_Energy_Goods,429.3
2012-04-01,Gasoline_and_Energy_Goods,431.4
2012-05-01,Gasoline_and_Energy_Goods,419.6
2012-06-01,Gasoline_and_Energy_Goods,399.9
2012-07-01,Gasoline_and_Energy_Goods,386.6
2012-08-01,Gasoline_and_Energy_Goods,431.3
2012-09-01,Gasoline_and_Energy_Goods,436.3
2012-10-01,Gasoline_and_Energy_Goods,449.3
2012-11-01,Gasoline_and_Energy_Goods,425.5
2012-12-01,Gasoline_and_Energy_Goods,406.0
2013-01-01,Gasoline_and_Energy_Goods,426.7
2013-02-01,Gasoline_and_Energy_Goods,444.8
2013-03-01,Gasoline_and_Energy_Goods,427.2
2013-04-01,Gasoline_and_Energy_Goods,411.2
2013-05-01,Gasoline_and_Energy_Goods,409.9
2013-06-01,Gasoline_and_Energy_Goods,413.4
2013-07-01,Gasoline_and_Energy_Goods,417.3
2013-08-01,Gasoline_and_Energy_Goods,422.0
2013-09-01,Gasoline_and_Energy_Goods,418.4
2013-10-01,Gasoline_and_Energy_Goods,415.9
2013-11-01,Gasoline_and_Energy_Goods,426.7
2013-12-01,Gasoline_and_Energy_Goods,425.9
2014-01-01,Gasoline_and_Energy_Goods,432.9
2014-02-01,Gasoline_and_Energy_Goods,433.9
2014-03-01,Gasoline_and_Energy_Goods,420.0
2014-04-01,Gasoline_and_Energy_Goods,431.3
2014-05-01,Gasoline_and_Energy_Goods,421.9
2014-06-01,Gasoline_and_Energy_Goods,418.8
2014-07-01,Gasoline_and_Energy_Goods,423.6
2014-08-01,Gasoline_and_Energy_Goods,420.0
2014-09-01,Gasoline_and_Energy_Goods,399.6
2014-10-01,Gasoline_and_Energy_Goods,400.4
2014-11-01,Gasoline_and_Energy_Goods,380.5
2014-12-01,Gasoline_and_Energy_Goods,348.0
2015-01-01,Gasoline_and_Energy_Goods,301.2
2015-02-01,Gasoline_and_Energy_Goods,315.3
2015-03-01,Gasoline_and_Energy_Goods,323.4
2015-04-01,Gasoline_and_Energy_Goods,318.4
2015-05-01,Gasoline_and_Energy_Goods,338.1
2015-06-01,Gasoline_and_Energy_Goods,343.5
2015-07-01,Gasoline_and_Energy_Goods,347.1
2015-08-01,Gasoline_and_Energy_Goods,339.5
2015-09-01,Gasoline_and_Energy_Goods,307.7
2015-10-01,Gasoline_and_Energy_Goods,303.0
2015-11-01,Gasoline_and_Energy_Goods,299.8
2015-12-01,Gasoline_and_Energy_Goods,288.5
2016-01-01,Gasoline_and_Energy_Goods,276.4
2016-02-01,Gasoline_and_Energy_Goods,251.7
2016-03-01,Gasoline_and_Energy_Goods,272.1
2016-04-01,Gasoline_and_Energy_Goods,282.1
2016-05-01,Gasoline_and_Energy_Goods,288.4
2016-06-01,Gasoline_and_Energy_Goods,299.1
2016-07-01,Gasoline_and_Energy_Goods,285.3
2016-08-01,Gasoline_and_Energy_Goods,281.6
2016-09-01,Gasoline_and_Energy_Goods,292.9
2016-10-01,Gasoline_and_Energy_Goods,295.6
2016-11-01,Gasoline_and_Energy_Goods,301.7
2016-12-01,Gasoline_and_Energy_Goods,317.3
2017-01-01,Gasoline_and_Energy_Goods,320.7
2017-02-01,Gasoline_and_Energy_Goods,326.1
2017-03-01,Gasoline_and_Energy_Goods,323.2
2017-04-01,Gasoline_and_Energy_Goods,320.0
2017-05-01,Gasoline_and_Energy_Goods,306.4
2017-06-01,Gasoline_and_Energy_Goods,303.2
2017-07-01,Gasoline_and_Energy_Goods,296.3
2017-08-01,Gasoline_and_Energy_Goods,312.3
2017-09-01,Gasoline_and_Energy_Goods,346.9
2017-10-01,Gasoline_and_Energy_Goods,333.5
2017-11-01,Gasoline_and_Energy_Goods,344.4
2017-12-01,Gasoline_and_Energy_Goods,354.8
2018-01-01,Gasoline_and_Energy_Goods,362.1
2018-02-01,Gasoline_and_Energy_Goods,355.2
2018-03-01,Gasoline_and_Energy_Goods,360.0
2018-04-01,Gasoline_and_Energy_Goods,362.5
2018-05-01,Gasoline_and_Energy_Goods,369.5
2018-06-01,Gasoline_and_Energy_Goods,374.8
2018-07-01,Gasoline_and_Energy_Goods,370.0
2018-08-01,Gasoline_and_Energy_Goods,376.8
2018-09-01,Gasoline_and_Energy_Goods,376.8
2018-10-01,Gasoline_and_Energy_Goods,381.2
2018-11-01,Gasoline_and_Energy_Goods,363.4
2018-12-01,Gasoline_and_Energy_Goods,347.8
2019-01-01,Gasoline_and_Energy_Goods,324.0
2019-02-01,Gasoline_and_Energy_Goods,339.7
2019-03-01,Gasoline_and_Energy_Goods,353.6
2019-04-01,Gasoline_and_Energy_Goods,376.3
2019-05-01,Gasoline_and_Energy_Goods,366.6
2019-06-01,Gasoline_and_Energy_Goods,354.3
2019-07-01,Gasoline_and_Energy_Goods,353.3
2019-08-01,Gasoline_and_Energy_Goods,352.9
2019-09-01,Gasoline_and_Energy_Goods,344.0
2019-10-01,Gasoline_and_Energy_Goods,349.0
2019-11-01,Gasoline_and_Energy_Goods,356.3
2019-12-01,Gasoline_and_Energy_Goods,360.1
1987-01-01,Services,1752.9
1987-02-01,Services,1769.0
1987-03-01,Services,1781.0
1987-04-01,Services,1792.2
1987-05-01,Services,1802.0
1987-06-01,Services,1811.6
1987-07-01,Services,1825.0
1987-08-01,Services,1839.4
1987-09-01,Services,1844.0
1987-10-01,Services,1867.3
1987-11-01,Services,1870.6
1987-12-01,Services,1884.7
1988-01-01,Services,1911.3
1988-02-01,Services,1920.1
1988-03-01,Services,1937.9
1988-04-01,Services,1946.1
1988-05-01,Services,1964.6
1988-06-01,Services,1984.2
1988-07-01,Services,2005.7
1988-08-01,Services,2026.2
1988-09-01,Services,2030.3
1988-10-01,Services,2051.9
1988-11-01,Services,2060.4
1988-12-01,Services,2073.8
1989-01-01,Services,2085.0
1989-02-01,Services,2106.3
1989-03-01,Services,2112.3
1989-04-01,Services,2122.0
1989-05-01,Services,2134.0
1989-06-01,Services,2142.1
1989-07-01,Services,2155.7
1989-08-01,Services,2166.9
1989-09-01,Services,2179.8
1989-10-01,Services,2196.7
1989-11-01,Services,2204.6
1989-12-01,Services,2230.1
1990-01-01,Services,2229.0
1990-02-01,Services,2246.6
1990-03-01,Services,2269.6
1990-04-01,Services,2287.8
1990-05-01,Services,2303.1
1990-06-01,Services,2321.6
1990-07-01,Services,2334.3
1990-08-01,Services,2354.8
1990-09-01,Services,2361.0
1990-10-01,Services,2368.1
1990-11-01,Services,2365.7
1990-12-01,Services,2370.8
1991-01-01,Services,2375.3
1991-02-01,Services,2388.8
1991-03-01,Services,2399.0
1991-04-01,Services,2415.4
1991-05-01,Services,2432.9
1991-06-01,Services,2441.4
1991-07-01,Services,2455.5
1991-08-01,Services,2463.0
1991-09-01,Services,2475.2
1991-10-01,Services,2483.5
1991-11-01,Services,2503.6
1991-12-01,Services,2518.6
1992-01-01,Services,2549.1
1992-02-01,Services,2559.7
1992-03-01,Services,2590.9
1992-04-01,Services,2598.2
1992-05-01,Services,2608.0
1992-06-01,Services,2616.1
1992-07-01,Services,2641.3
1992-08-01,Services,2647.7
1992-09-01,Services,2672.5
1992-10-01,Services,2688.1
1992-11-01,Services,2714.9
1992-12-01,Services,2725.0
1993-01-01,Services,2724.1
1993-02-01,Services,2749.7
1993-03-01,Services,2753.8
1993-04-01,Services,2768.0
1993-05-01,Services,2778.7
1993-06-01,Services,2806.5
1993-07-01,Services,2818.5
1993-08-01,Services,2839.2
1993-09-01,Services,2856.4
1993-10-01,Services,2863.7
1993-11-01,Services,2872.7
1993-12-01,Services,2884.3
1994-01-01,Services,2895.6
1994-02-01,Services,2921.5
1994-03-01,Services,2929.6
1994-04-01,Services,2938.0
1994-05-01,Services,2956.7
1994-06-01,Services,2974.4
1994-07-01,Services,2979.3
1994-08-01,Services,2995.7
1994-09-01,Services,3006.7
1994-10-01,Services,3022.2
1994-11-01,Services,3031.4
1994-12-01,Services,3042.1
1995-01-01,Services,3054.7
1995-02-01,Services,3076.7
1995-03-01,Services,3091.6
1995-04-01,Services,3108.7
1995-05-01,Services,3129.8
1995-06-01,Services,3150.6
1995-07-01,Services,3156.3
1995-08-01,Services,3181.4
1995-09-01,Services,3179.6
1995-10-01,Services,3194.3
1995-11-01,Services,3213.4
1995-12-01,Services,3227.5
1996-01-01,Services,3239.8
1996-02-01,Services,3260.3
1996-03-01,Services,3278.8
1996-04-01,Services,3290.9
1996-05-01,Services,3305.7
1996-06-01,Services,3317.3
1996-07-01,Services,3334.7
1996-08-01,Services,3347.1
1996-09-01,Services,3364.0
1996-10-01,Services,3376.4
1996-11-01,Services,3392.5
1996-12-01,Services,3415.6
1997-01-01,Services,3435.7
1997-02-01,Services,3448.9
1997-03-01,Services,3454.9
1997-04-01,Services,3483.3
1997-05-01,Services,3497.0
1997-06-01,Services,3510.6
1997-07-01,Services,3542.0
1997-08-01,Services,3556.7
1997-09-01,Services,3578.5
1997-10-01,Services,3609.1
1997-11-01,Services,3607.6
1997-12-01,Services,3639.2
1998-01-01,Services,3647.4
1998-02-01,Services,3677.9
1998-03-01,Services,3705.5
1998-04-01,Services,3716.4
1998-05-01,Services,3741.9
1998-06-01,Services,3771.9
1998-07-01,Services,3786.4
1998-08-01,Services,3806.9
1998-09-01,Services,3827.6
1998-10-01,Services,3834.5
1998-11-01,Services,3843.5
1998-12-01,Services,3865.7
1999-01-01,Services,3885.5
1999-02-01,Services,3890.3
1999-03-01,Services,3915.6
1999-04-01,Services,3943.9
1999-05-01,Services,3956.0
1999-06-01,Services,3972.8
1999-07-01,Services,4000.5
1999-08-01,Services,4020.7
1999-09-01,Services,4051.0
1999-10-01,Services,4081.2
1999-11-01,Services,4109.7
1999-12-01,Services,4133.2
2000-01-01,Services,4170.6
2000-02-01,Services,4209.1
2000-03-01,Services,4235.7
2000-04-01,Services,4250.2
2000-05-01,Services,4270.7
2000-06-01,Services,4303.6
2000-07-01,Services,4323.4
2000-08-01,Services,4347.6
2000-09-01,Services,4381.5
2000-10-01,Services,4400.6
2000-11-01,Services,4424.0
2000-12-01,Services,4451.0
2001-01-01,Services,4488.9
2001-02-01,Services,4488.0
2001-03-01,Services,4511.3
2001-04-01,Services,4513.8
2001-05-01,Services,4533.8
2001-06-01,Services,4548.8
2001-07-01,Services,4565.3
2001-08-01,Services,4589.0
2001-09-01,Services,4511.0
2001-10-01,Services,4585.8
2001-11-01,Services,4604.8
2001-12-01,Services,4638.1
2002-01-01,Services,4635.3
2002-02-01,Services,4657.5
2002-03-01,Services,4674.7
2002-04-01,Services,4703.6
2002-05-01,Services,4723.7
2002-06-01,Services,4735.8
2002-07-01,Services,4768.2
2002-08-01,Services,4776.6
2002-09-01,Services,4791.3
2002-10-01,Services,4830.4
2002-11-01,Services,4840.3
2002-12-01,Services,4864.3
2003-01-01,Services,4891.6
2003-02-01,Services,4905.3
2003-03-01,Services,4932.6
2003-04-01,Services,4954.4
2003-05-01,Services,4991.7
2003-06-01,Services,5004.6
2003-07-01,Services,5035.3
2003-08-01,Services,5059.7
2003-09-01,Services,5069.0
2003-10-01,Services,5101.2
2003-11-01,Services,5123.0
2003-12-01,Services,5149.4
2004-01-01,Services,5183.7
2004-02-01,Services,5210.4
2004-03-01,Services,5222.5
2004-04-01,Services,5256.3
2004-05-01,Services,5274.9
2004-06-01,Services,5303.1
2004-07-01,Services,5345.0
2004-08-01,Services,5367.5
2004-09-01,Services,5403.5
2004-10-01,Services,5430.4
2004-11-01,Services,5463.9
2004-12-01,Services,5498.0
2005-01-01,Services,5515.2
2005-02-01,Services,5548.7
2005-03-01,Services,5585.5
2005-04-01,Services,5613.2
2005-05-01,Services,5641.9
2005-06-01,Services,5676.1
2005-07-01,Services,5704.3
2005-08-01,Services,5726.2
2005-09-01,Services,5760.3
2005-10-01,Services,5787.1
2005-11-01,Services,5826.5
2005-12-01,Services,5848.8
2006-01-01,Services,5861.9
2006-02-01,Services,5904.6
2006-03-01,Services,5943.4
2006-04-01,Services,5968.5
2006-05-01,Services,6008.5
2006-06-01,Services,6027.8
2006-07-01,Services,6058.3
2006-08-01,Services,6073.2
2006-09-01,Services,6109.5
2006-10-01,Services,6142.2
2006-11-01,Services,6163.8
2006-12-01,Services,6189.3
2007-01-01,Services,6239.0
2007-02-01,Services,6269.9
2007-03-01,Services,6283.1
2007-04-01,Services,6311.3
2007-05-01,Services,6317.8
2007-06-01,Services,6351.6
2007-07-01,Services,6375.7
2007-08-01,Services,6432.0
2007-09-01,Services,6447.4
2007-10-01,Services,6476.7
2007-11-01,Services,6513.2
2007-12-01,Services,6536.9
2008-01-01,Services,6575.4
2008-02-01,Services,6594.9
2008-03-01,Services,6623.9
2008-04-01,Services,6655.0
2008-05-01,Services,6687.9
2008-06-01,Services,6716.1
2008-07-01,Services,6728.9
2008-08-01,Services,6724.6
2008-09-01,Services,6740.1
2008-10-01,Services,6744.6
2008-11-01,Services,6729.8
2008-12-01,Services,6721.2
2009-01-01,Services,6714.0
2009-02-01,Services,6688.1
2009-03-01,Services,6682.8
2009-04-01,Services,6674.1
2009-05-01,Services,6661.0
2009-06-01,Services,6678.0
2009-07-01,Services,6690.4
2009-08-01,Services,6717.2
2009-09-01,Services,6725.2
2009-10-01,Services,6754.3
2009-11-01,Services,6748.6
2009-12-01,Services,6800.8
2010-01-01,Services,6808.5
2010-02-01,Services,6841.7
2010-03-01,Services,6856.9
2010-04-01,Services,6879.3
2010-05-01,Services,6927.9
